workflow_id,workflow_version,method,model_flag,preset,stage,stage_role,stage_root,cfg_id,config_group_id,rank_within_stage,is_shortlisted,is_stage_winner,dataset_seed,budget,status,return_code,completed,objective_metric,objective_direction,objective_value,final_eval_rmse,final_eval_mse,final_round_seconds,final_train_seconds,final_candidate_generation_seconds,final_candidate_simulation_seconds,final_acquisition_seconds,run_root,active.acquisition_strategy,active.candidate_method,active.disagreement.metric,active.diversity.distance_weight,active.diversity.preselect_factor,active.diversity.uncertainty_weight,active.hybrid.greedy_score_weight,active.hybrid.include_anchor_state_markers,active.hybrid.k_density,active.hybrid.pca_explained_variance,active.hybrid.preselect_factor,active.hybrid.settling_fraction,active.hybrid.weights.diversity,active.hybrid.weights.sparsity,active.hybrid.weights.uncertainty,active.log_every,active.marker.greedy_score_weight,active.marker.include_anchor_state_markers,active.marker.k_density,active.marker.pca_explained_variance,active.marker.preselect_factor,active.marker.settling_fraction,active.marker.weights.diversity,active.marker.weights.sparsity,baseline_summary_mse_mean,baseline_summary_mse_std,baseline_summary_rmse_mean,baseline_summary_rmse_std,dataset_manifest_path,experiment_id,final_disagreement_metric,final_eval_seconds,final_hybrid_marker_pca_components,final_marker_diversity_weight,final_marker_pca_components,final_marker_sparsity_weight,final_max_disagreement,final_max_score,final_mean_disagreement,final_mean_hybrid_score,final_mean_marker_diversity,final_mean_marker_sparsity,final_mean_score,final_mean_selected_diversity,final_mean_selected_sparsity,final_mean_selected_to_train_distance,final_p90_marker_diversity,final_p90_marker_sparsity,final_p90_score,final_preselect_size,final_round_idx,final_selected_indices,final_selected_max_score,final_selected_mean_marker_diversity,final_selected_mean_marker_sparsity,final_selected_mean_score,final_selected_min_score,final_selected_simulation_seconds,final_train_size,history_path,parent_cfg_id,qbc_K,qbc_M,qbc_P,qbc_T,qbc_enable_logging,qbc_n0,qbc_n_test,row_idx,run_manifest_path,stage1_overrides_raw,stage2_overrides_raw,stage3_overrides_raw
qbc_deep_ensemble_sm4_v1,1,qbc_deep_ensemble,SM4,default,stage0_smoke,smoke,/private/tmp/hpo_workflows_stage5_run/qbc_deep_ensemble_sm4_v1/stage0_smoke,cfg_00000_4636dff9e7,grp_76f5451246,1,True,True,s01,b256,completed,0,True,success,maximize,,0.020694155003795976,0.00042824805132113397,11.056643583986443,10.958790917007718,0.00034945900551974773,0.0,0.04316708300029859,/private/tmp/hpo_workflows_stage5_run/qbc_deep_ensemble_sm4_v1/stage0_smoke/runs/cfg_00000_4636dff9e7,,,variance_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_workflows_stage5_run/qbc_deep_ensemble_sm4_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/dataset_manifest.json,thesis_qbc_sm4_hpo_stage0_smoke,variance_mean,0.007161166984587908,,,,,0.00018351111793890595,0.00018351111793890595,9.654917812440544e-05,,,,9.654917812440544e-05,,,,,,0.0001287863502511755,,6,"[225, 171, 352, 87, 384, 324, 279, 138, 16, 331, 270, 274, 9, 98, 447, 99, 45, 95, 378, 497, 7, 330, 127, 372, 188, 10, 495, 125, 145, 48, 383, 289]",0.00018351111793890595,,,0.00014215435658115894,0.00011716114386217669,0.027975167031399906,224,/private/tmp/hpo_workflows_stage5_run/qbc_deep_ensemble_sm4_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/qbc/history.jsonl,,32,3,512,7,true,32,64,0,/private/tmp/hpo_workflows_stage5_run/qbc_deep_ensemble_sm4_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/run_manifest.json,active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_localcheck_v1,1,qbc_deep_ensemble,SM4,default,stage0_smoke,smoke,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stage0_smoke,cfg_00000_4636dff9e7,grp_76f5451246,1,True,True,s01,b256,completed,0,True,success,maximize,,0.020694155003795976,0.00042824805132113397,10.489503749995492,10.384151167003438,0.001274083973839879,0.0,0.04681162495398894,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7,,,variance_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/dataset_manifest.json,thesis_qbc_sm4_hpo_stage0_smoke,variance_mean,0.005261374986730516,,,,,0.00018351111793890595,0.00018351111793890595,9.654917812440544e-05,,,,9.654917812440544e-05,,,,,,0.0001287863502511755,,6,"[225, 171, 352, 87, 384, 324, 279, 138, 16, 331, 270, 274, 9, 98, 447, 99, 45, 95, 378, 497, 7, 330, 127, 372, 188, 10, 495, 125, 145, 48, 383, 289]",0.00018351111793890595,,,0.00014215435658115894,0.00011716114386217669,0.03382079099537805,224,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/qbc/history.jsonl,,32,3,512,7,true,32,64,0,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/run_manifest.json,active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageA_policy,broad_policy_search,/private/tmp/hpo_plumbing_validation/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy,cfg_00000_4636dff9e7,grp_76f5451246,1,True,True,s01,b256,completed,0,True,final_eval_rmse,minimize,0.020694155003795976,0.020694155003795976,0.00042824805132113397,18.355725999979768,18.19239058304811,0.001481124956626445,0.0,0.05887800001073629,/private/tmp/hpo_plumbing_validation/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_4636dff9e7,,,variance_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_plumbing_validation/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_4636dff9e7/dataset_manifest.json,thesis_qbc_sm4_hpo_stageA_policy,variance_mean,0.00996262498665601,,,,,0.00018351111793890595,0.00018351111793890595,9.654917812440544e-05,,,,9.654917812440544e-05,,,,,,0.0001287863502511755,,6,"[225, 171, 352, 87, 384, 324, 279, 138, 16, 331, 270, 274, 9, 98, 447, 99, 45, 95, 378, 497, 7, 330, 127, 372, 188, 10, 495, 125, 145, 48, 383, 289]",0.00018351111793890595,,,0.00014215435658115894,0.00011716114386217669,0.038644707994535565,224,/private/tmp/hpo_plumbing_validation/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_4636dff9e7/qbc/history.jsonl,,32,3,512,7,true,32,64,0,/private/tmp/hpo_plumbing_validation/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_4636dff9e7/run_manifest.json,active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stage0_smoke,smoke,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stage0_smoke,cfg_00000_4636dff9e7,grp_76f5451246,1,True,True,s01,b256,completed,0,True,success,maximize,,0.020694155003795976,0.00042824805132113397,16.99607533303788,16.860368874971755,0.00042804196709766984,0.0,0.0670254579745233,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7,,,variance_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/dataset_manifest.json,thesis_qbc_sm4_hpo_stage0_smoke,variance_mean,0.00988562504062429,,,,,0.00018351111793890595,0.00018351111793890595,9.654917812440544e-05,,,,9.654917812440544e-05,,,,,,0.0001287863502511755,,6,"[225, 171, 352, 87, 384, 324, 279, 138, 16, 331, 270, 274, 9, 98, 447, 99, 45, 95, 378, 497, 7, 330, 127, 372, 188, 10, 495, 125, 145, 48, 383, 289]",0.00018351111793890595,,,0.00014215435658115894,0.00011716114386217669,0.0394462090334855,224,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/qbc/history.jsonl,,32,3,512,7,true,32,64,0,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stage0_smoke/runs/cfg_00000_4636dff9e7/run_manifest.json,active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageA_policy,broad_policy_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy,cfg_00000_d111e9ce3d,grp_a8245a5fe1,1,True,True,s01,b256,completed,0,True,final_eval_rmse,minimize,0.0199527243630079,0.0199527243630079,0.00039811120950616896,15.13697333401069,15.011570333037525,0.00045020802645012736,0.0,0.06499920802889392,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_d111e9ce3d,,,member_l2_mean,0.6,3,0.4,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_d111e9ce3d/dataset_manifest.json,thesis_qbc_sm4_hpo_stageA_policy,member_l2_mean,0.0069557499955408275,,,,,0.9518251419067383,0.9518251419067383,0.6704145669937134,,,,0.6704145669937134,,,,,,0.7717857182025911,,6,"[225, 270, 466, 380, 211, 384, 330, 387, 9, 485, 497, 199, 263, 102, 311, 332, 246, 46, 438, 431, 151, 318, 368, 372, 484, 187, 100, 8, 366, 329, 47, 180]",0.9518251419067383,,,0.8018375039100647,0.7417056560516357,0.034069292014464736,224,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_d111e9ce3d/qbc/history.jsonl,,32,3,512,7,true,32,64,0,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00000_d111e9ce3d/run_manifest.json,active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageA_policy,broad_policy_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy,cfg_00001_ab32b9418c,grp_d9cfad5f59,2,False,False,s01,b256,completed,0,True,final_eval_rmse,minimize,0.02004859866815993,0.02004859866815993,0.00040194630855694413,19.923994834010955,19.757147666998208,0.001834374968893826,0.0,0.09436462499434128,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00001_ab32b9418c,,,member_l2_mean,0.6,5,0.4,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00001_ab32b9418c/dataset_manifest.json,thesis_qbc_sm4_hpo_stageA_policy,member_l2_mean,0.010001500020734966,,,,,0.8764693140983582,0.8764693140983582,0.5399497747421265,,,,0.5399497747421265,,,,,,0.6531221628189088,,6,"[225, 270, 324, 279, 10, 9, 384, 7, 138, 55, 99, 16, 376, 497, 51, 336, 163, 378, 45, 93, 484, 388, 274, 431, 171, 448, 110, 300, 296, 329, 87, 152]",0.8764693140983582,,,0.6827539801597595,0.5793371796607971,0.04204470798140392,224,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00001_ab32b9418c/qbc/history.jsonl,,32,3,512,7,true,32,64,1,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageA_policy/runs/cfg_00001_ab32b9418c/run_manifest.json,active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=32;;qbc_M=3;;qbc_P=512;;qbc_T=7;;qbc_enable_logging=true;;qbc_n0=32;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_localcheck_v1,1,qbc_deep_ensemble,SM4,default,stageA_policy,broad_policy_search,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stageA_policy,cfg_00000_69eb1a54fb,grp_76f5451246,1,True,True,s01,b1024,completed,0,True,final_eval_rmse,minimize,0.006204542950689169,0.006204542950689169,3.849635322694667e-05,61.8435216670041,61.46855120896362,0.0019787499913945794,0.0,0.23265258298488334,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stageA_policy/runs/cfg_00000_69eb1a54fb,,,variance_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stageA_policy/runs/cfg_00000_69eb1a54fb/dataset_manifest.json,thesis_qbc_sm4_hpo_stageA_policy,variance_mean,0.021997041010763496,,,,,0.00010088324052048847,0.00010088324052048847,3.407106487429701e-05,,,,3.407106487429701e-05,,,,,,6.073698059481103e-05,,14,"[1290, 1656, 1579, 55, 1073, 1071, 1088, 1411, 274, 795, 226, 293, 1394, 1473, 842, 275, 1212, 1145, 699, 547, 385, 735, 691, 1162, 1150, 1788, 967, 884, 72, 1622, 759, 499, 866, 89, 1058, 1238, 946, 209, 543, 1542, 1665, 800, 733, 172, 1284, 2024, 664, 1817, 692, 241, 1465, 1386, 1664, 1225, 299, 1686, 1219, 782, 187, 1700, 1220, 1969, 705, 704]",0.00010088324052048847,,,7.411991828121245e-05,6.212357402546331e-05,0.08727591601200402,960,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stageA_policy/runs/cfg_00000_69eb1a54fb/qbc/history.jsonl,,64,3,2048,15,true,64,256,0,/private/tmp/hpo_local_validation/qbc_deep_ensemble_sm4_localcheck_v1/stageA_policy/runs/cfg_00000_69eb1a54fb/run_manifest.json,active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=256,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00000_ec3a8e6c20,grp_9b29902bb4,1,True,True,s01,b1024,completed,0,True,final_eval_rmse,minimize,0.007157806758995024,0.007157806758995024,5.123419759911485e-05,50.50699899997562,50.27573591598775,0.0013150830054655671,0.0,0.11650316597661003,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00000_ec3a8e6c20,,lhs,member_l2_mean,0.6,3,0.4,,,,,,,,,,5,,,,,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00000_ec3a8e6c20/dataset_manifest.json,thesis_qbc_sm4_hpo_stageB_refine,member_l2_mean,0.0071602920070290565,,,,,0.6204168200492859,0.6204168200492859,0.3626161515712738,,,,0.3626161515712738,,,,,,0.5023711442947387,,14,"[101, 471, 394, 50, 233, 223, 268, 190, 196, 171, 236, 219, 198, 142, 281, 35, 450, 500, 167, 340, 371, 448, 183, 238, 459, 414, 18, 452, 343, 126, 146, 250, 218, 387, 42, 148, 30, 420, 41, 429, 363, 436, 411, 499, 97, 440, 416, 104, 241, 316, 361, 313, 228, 124, 102, 326, 200, 105, 418, 72, 95, 258, 402, 263]",0.6204168200492859,,,0.49668246507644653,0.3969384431838989,0.07936420798068866,960,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00000_ec3a8e6c20/qbc/history.jsonl,,64,3,512,15,true,64,64,0,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00000_ec3a8e6c20/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=512;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00001_13cf7c2e8a,grp_7259764e32,3,False,False,s01,b1024,missing_status,,False,final_eval_rmse,minimize,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00001_13cf7c2e8a,,lhs,member_l2_mean,0.6,3,0.4,,,,,,,,,,5,,,,,,,,,,,,,,thesis_qbc_sm4_hpo_stageB_refine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,1024,15,true,64,64,1,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00001_13cf7c2e8a/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=1024;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00002_355650c5ad,grp_d9a1f5a7db,8,False,False,s01,b1024,missing_status,,False,final_eval_rmse,minimize,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00002_355650c5ad,,lhs,member_l2_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,,thesis_qbc_sm4_hpo_stageB_refine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,512,15,true,64,64,2,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00002_355650c5ad/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=512;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00003_d0567f2e55,grp_a9a7a617e6,6,False,False,s01,b1024,missing_status,,False,final_eval_rmse,minimize,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00003_d0567f2e55,,lhs,member_l2_mean,0.4,3,0.6,,,,,,,,,,5,,,,,,,,,,,,,,thesis_qbc_sm4_hpo_stageB_refine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,1024,15,true,64,64,3,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00003_d0567f2e55/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=1024;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00004_3c7907dbb0,grp_32d1eefb8c,2,False,False,s01,b1024,missing_status,,False,final_eval_rmse,minimize,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00004_3c7907dbb0,,lhs,member_l2_mean,0.6,5,0.4,,,,,,,,,,5,,,,,,,,,,,,,,thesis_qbc_sm4_hpo_stageB_refine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,512,15,true,64,64,4,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00004_3c7907dbb0/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=512;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
qbc_deep_ensemble_sm4_plumbingcheck_v1,1,qbc_deep_ensemble,SM4,default,stageB_refine,refinement_and_schedule_search,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine,cfg_00005_d0a38d9487,grp_cc67cd6aa1,7,False,False,s01,b1024,missing_status,,False,final_eval_rmse,minimize,,,,,,,,,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00005_d0a38d9487,,lhs,member_l2_mean,0.6,5,0.4,,,,,,,,,,5,,,,,,,,,,,,,,thesis_qbc_sm4_hpo_stageB_refine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,1024,15,true,64,64,5,/private/tmp/hpo_plumbing_validation_v2/qbc_deep_ensemble_sm4_plumbingcheck_v1/stageB_refine/runs/cfg_00005_d0a38d9487/run_manifest.json,active.candidate_method=lhs;;active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.6;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.4;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=1024;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64;;qbc_n_test=64,,
